EUR1M Curncy - Date,EUR1M Curncy - Last Price,JPY1M Curncy - Date,JPY1M Curncy - Last Price,GBP1M Curncy - Date,GBP1M Curncy - Last Price,CAD1M Curncy -  Date,CAD1M Curncy - Last Price
2014-07-04,1.66,2014-07-04,-2.14,2014-07-04,-4.09,2014-07-04,8
2014-07-03,1.65,2014-07-03,-2.14,2014-07-03,-4.05,2014-07-03,8
2014-07-02,1.68,2014-07-02,-2.03,2014-07-02,-4.05,2014-07-02,8.55
2014-07-01,1.66,2014-07-01,-2.83,2014-07-01,-4.2,2014-07-01,8.76
2014-06-30,1.68,2014-06-30,-2.5,2014-06-30,-4.31,2014-06-30,8.75
2014-06-27,1.53,2014-06-27,-2.03,2014-06-27,-3.99,2014-06-27,8.06
2014-06-26,1.42,2014-06-26,-2.07,2014-06-26,-3.95,2014-06-26,8.06
2014-06-25,1.5,2014-06-25,-2.03,2014-06-25,-3.92,2014-06-25,8.34
2014-06-24,1.52,2014-06-24,-2.05,2014-06-24,-4.08,2014-06-24,7.9
2014-06-23,1.19,2014-06-23,-1.99,2014-06-23,-4,2014-06-23,7.9
2014-06-20,1.13,2014-06-20,-1.87,2014-06-20,-3.99,2014-06-20,7.95
2014-06-19,1.58,2014-06-19,-1.83,2014-06-19,-3.89,2014-06-19,8.2
2014-06-18,1.88,2014-06-18,-2,2014-06-18,-3.99,2014-06-18,8.35
2014-06-17,2.07,2014-06-17,-2,2014-06-17,-4.16,2014-06-17,7.85
2014-06-16,2.22,2014-06-16,-1.9,2014-06-16,-4.01,2014-06-16,7.8
2014-06-13,1.8,2014-06-13,-1.88,2014-06-13,-3.95,2014-06-13,7.81
2014-06-12,1.61,2014-06-12,-1.77,2014-06-12,-3.89,2014-06-12,8.15
2014-06-11,0.88,2014-06-11,-1.9,2014-06-11,-4.03,2014-06-11,8.46
2014-06-10,0.37,2014-06-10,-1.95,2014-06-10,-4.14,2014-06-10,7.95
2014-06-09,0.22,2014-06-09,-1.93,2014-06-09,-3.89,2014-06-09,7.98
2014-06-06,0.36,2014-06-06,-1.9,2014-06-06,-3.89,2014-06-06,8.06
2014-06-05,0.4,2014-06-05,-1.95,2014-06-05,-3.78,2014-06-05,8.33
2014-06-04,-0.2,2014-06-04,-2,2014-06-04,-3.85,2014-06-04,8.54
2014-06-03,-0.54,2014-06-03,-2.05,2014-06-03,-3.99,2014-06-03,8.7
2014-06-02,-0.67,2014-06-02,-2.1,2014-06-02,-4.14,2014-06-02,7.9
2014-05-30,-0.8,2014-05-30,-1.92,2014-05-30,-3.78,2014-05-30,7.85
2014-05-29,-0.75,2014-05-29,-1.85,2014-05-29,-3.76,2014-05-29,8.1
2014-05-28,-0.61,2014-05-28,-1.85,2014-05-28,-3.95,2014-05-28,8.3
2014-05-27,-0.38,2014-05-27,-1.97,2014-05-27,-4.09,2014-05-27,8.65
2014-05-26,-0.95,2014-05-26,-2.13,2014-05-26,-4.15,2014-05-26,8.25
2014-05-23,-1.05,2014-05-23,-2.11,2014-05-23,-4.21,2014-05-23,8.25
2014-05-22,-1.17,2014-05-22,-1.95,2014-05-22,-4.03,2014-05-22,8.26
2014-05-21,-1.26,2014-05-21,-1.82,2014-05-21,-4.06,2014-05-21,8.36
2014-05-20,-1.14,2014-05-20,-1.97,2014-05-20,-4.18,2014-05-20,8.51
2014-05-19,-1.16,2014-05-19,-2.2,2014-05-19,-4.32,2014-05-19,8.2
2014-05-16,-1.07,2014-05-16,-2.07,2014-05-16,-4.1,2014-05-16,8.2
2014-05-15,-1.15,2014-05-15,-1.99,2014-05-15,-4.05,2014-05-15,8.17
2014-05-14,-1.2,2014-05-14,-2,2014-05-14,-3.99,2014-05-14,8.3
2014-05-13,-1.22,2014-05-13,-2.03,2014-05-13,-4.09,2014-05-13,8.2
2014-05-12,-1.54,2014-05-12,-2,2014-05-12,-4.2,2014-05-12,7.8
2014-05-09,-1.65,2014-05-09,-1.93,2014-05-09,-3.95,2014-05-09,7.86
2014-05-08,-1.52,2014-05-08,-1.89,2014-05-08,-3.92,2014-05-08,7.9
2014-05-07,-1.3,2014-05-07,-1.91,2014-05-07,-3.92,2014-05-07,8.1
2014-05-06,-1.42,2014-05-06,-2.01,2014-05-06,-4.04,2014-05-06,8.35
2014-05-05,-1.12,2014-05-05,-1.99,2014-05-05,-4.13,2014-05-05,7.85
2014-05-02,-1.14,2014-05-02,-1.98,2014-05-02,-4.15,2014-05-02,7.9
2014-05-01,-1.03,2014-05-01,-1.93,2014-05-01,-3.91,2014-05-01,7.92
2014-04-30,-0.99,2014-04-30,-1.93,2014-04-30,-4.02,2014-04-30,8.15
2014-04-29,-0.91,2014-04-29,-1.95,2014-04-29,-3.98,2014-04-29,7.63
2014-04-28,-1.41,2014-04-28,-1.99,2014-04-28,-3.75,2014-04-28,7.67
2014-04-25,-1.6,2014-04-25,-1.77,2014-04-25,-3.79,2014-04-25,7.73
2014-04-24,-1.39,2014-04-24,-1.67,2014-04-24,-3.78,2014-04-24,8.25
2014-04-23,-1.3,2014-04-23,-1.78,2014-04-23,-4.09,2014-04-23,8.55
2014-04-22,-1.12,2014-04-22,-1.84,2014-04-22,-4.35,2014-04-22,7.91
2014-04-21,-0.8,2014-04-21,-1.69,2014-04-21,-3.96,2014-04-21,7.95
2014-04-18,-0.77,2014-04-18,-1.7,2014-04-18,-3.96,2014-04-18,7.98
2014-04-17,-0.81,2014-04-17,-1.68,2014-04-17,-3.97,2014-04-17,7.96
2014-04-16,-0.75,2014-04-16,-1.65,2014-04-16,-3.97,2014-04-16,7.91
2014-04-15,-0.98,2014-04-15,-1.85,2014-04-15,-4.23,2014-04-15,7.9
2014-04-14,-1.03,2014-04-14,-1.92,2014-04-14,-3.85,2014-04-14,7.9
2014-04-11,-1.12,2014-04-11,-1.73,2014-04-11,-3.8,2014-04-11,7.9
2014-04-10,-1.16,2014-04-10,-1.67,2014-04-10,-3.74,2014-04-10,8.15
2014-04-09,-1.16,2014-04-09,-1.73,2014-04-09,-3.83,2014-04-09,8.4
2014-04-08,-1.05,2014-04-08,-1.78,2014-04-08,-3.98,2014-04-08,7.97
2014-04-07,-1.19,2014-04-07,-1.71,2014-04-07,-3.77,2014-04-07,7.9
2014-04-04,-1.32,2014-04-04,-1.66,2014-04-04,-3.84,2014-04-04,7.9
2014-04-03,-1.19,2014-04-03,-1.55,2014-04-03,-3.86,2014-04-03,8.2
2014-04-02,-0.93,2014-04-02,-1.63,2014-04-02,-4.01,2014-04-02,8.4
2014-04-01,-0.97,2014-04-01,-1.68,2014-04-01,-4.1,2014-04-01,7.7
2014-03-31,-0.89,2014-03-31,-1.71,2014-03-31,-3.7,2014-03-31,7.7
2014-03-28,-0.85,2014-03-28,-1.64,2014-03-28,-3.72,2014-03-28,7.75
2014-03-27,-0.96,2014-03-27,-1.8,2014-03-27,-3.7,2014-03-27,8.05
2014-03-26,-1.11,2014-03-26,-1.92,2014-03-26,-3.86,2014-03-26,8.22
2014-03-25,-0.87,2014-03-25,-1.89,2014-03-25,-3.95,2014-03-25,8.41
2014-03-24,-0.93,2014-03-24,-1.92,2014-03-24,-4.08,2014-03-24,7.91
2014-03-21,-0.83,2014-03-21,-1.76,2014-03-21,-3.86,2014-03-21,7.94
2014-03-20,-0.65,2014-03-20,-1.78,2014-03-20,-3.84,2014-03-20,7.96
2014-03-19,-0.63,2014-03-19,-1.74,2014-03-19,-3.89,2014-03-19,8.16
2014-03-18,-0.62,2014-03-18,-1.73,2014-03-18,-4.05,2014-03-18,8.49
2014-03-17,-0.52,2014-03-17,-1.78,2014-03-17,-4.24,2014-03-17,8.8
2014-03-14,-0.44,2014-03-14,-1.67,2014-03-14,-4.32,2014-03-14,8.06
2014-03-13,-0.35,2014-03-13,-1.59,2014-03-13,-3.9,2014-03-13,8.14
2014-03-12,-0.44,2014-03-12,-1.58,2014-03-12,-3.95,2014-03-12,8.33
2014-03-11,-0.47,2014-03-11,-1.66,2014-03-11,-4.05,2014-03-11,8.55
2014-03-10,-0.59,2014-03-10,-1.73,2014-03-10,-4.24,2014-03-10,7.96
2014-03-07,-0.78,2014-03-07,-1.59,2014-03-07,-4.03,2014-03-07,7.86
2014-03-06,-0.57,2014-03-06,-1.58,2014-03-06,-4.04,2014-03-06,7.99
2014-03-05,-0.22,2014-03-05,-1.55,2014-03-05,-3.88,2014-03-05,8.26
2014-03-04,-0.19,2014-03-04,-1.6,2014-03-04,-3.98,2014-03-04,8.56
2014-03-03,-0.2,2014-03-03,-1.71,2014-03-03,-4.02,2014-03-03,8.1
2014-02-28,-0.26,2014-02-28,-1.58,2014-02-28,-3.82,2014-02-28,8.07
2014-02-27,-0.08,2014-02-27,-1.57,2014-02-27,-3.78,2014-02-27,8.06
2014-02-26,-0.13,2014-02-26,-1.53,2014-02-26,-3.8,2014-02-26,7.25
2014-02-25,-0.13,2014-02-25,-1.41,2014-02-25,-3.44,2014-02-25,7.35
2014-02-24,-0.05,2014-02-24,-1.44,2014-02-24,-3.51,2014-02-24,7.2
2014-02-21,-0.18,2014-02-21,-1.45,2014-02-21,-3.49,2014-02-21,7.2
2014-02-20,-0.18,2014-02-20,-1.41,2014-02-20,-3.45,2014-02-20,7.16
2014-02-19,-0.18,2014-02-19,-1.57,2014-02-19,-3.37,2014-02-19,7.26
2014-02-18,-0.17,2014-02-18,-1.45,2014-02-18,-3.45,2014-02-18,7.4
2014-02-17,-0.15,2014-02-17,-1.47,2014-02-17,-3.52,2014-02-17,7.3
2014-02-14,-0.15,2014-02-14,-1.48,2014-02-14,-3.55,2014-02-14,7.32
2014-02-13,-0.1,2014-02-13,-1.44,2014-02-13,-3.45,2014-02-13,7.3
2014-02-12,-0.19,2014-02-12,-1.35,2014-02-12,-3.4,2014-02-12,7.25
2014-02-11,-0.41,2014-02-11,-1.44,2014-02-11,-3.4,2014-02-11,7.05
2014-02-10,-0.48,2014-02-10,-1.46,2014-02-10,-3.51,2014-02-10,7.05
2014-02-07,-0.32,2014-02-07,-1.41,2014-02-07,-3.57,2014-02-07,7.14
2014-02-06,-0.31,2014-02-06,-1.34,2014-02-06,-3.56,2014-02-06,7.16
2014-02-05,-0.02,2014-02-05,-1.32,2014-02-05,-3.55,2014-02-05,7.2
2014-02-04,-0.2,2014-02-04,-1.42,2014-02-04,-3.49,2014-02-04,7.3
2014-02-03,-0.09,2014-02-03,-1.38,2014-02-03,-3.46,2014-02-03,7.32
2014-01-31,0.1,2014-01-31,-1.39,2014-01-31,-3.39,2014-01-31,7.35
2014-01-30,-0.17,2014-01-30,-1.28,2014-01-30,-3.48,2014-01-30,7.36
2014-01-29,-0.3,2014-01-29,-1.4,2014-01-29,-3.49,2014-01-29,7.8
2014-01-28,-0.41,2014-01-28,-1.3,2014-01-28,-3.7,2014-01-28,8.15
2014-01-27,-0.42,2014-01-27,-1.45,2014-01-27,-3.82,2014-01-27,8.35
2014-01-24,-0.35,2014-01-24,-1.65,2014-01-24,-3.94,2014-01-24,8.2
2014-01-23,-0.41,2014-01-23,-1.48,2014-01-23,-4.03,2014-01-23,8
2014-01-22,-0.51,2014-01-22,-1.5,2014-01-22,-4.09,2014-01-22,8.3
2014-01-21,-0.59,2014-01-21,-1.53,2014-01-21,-4.2,2014-01-21,8.55
2014-01-20,-0.73,2014-01-20,-1.65,2014-01-20,-4.34,2014-01-20,8.05
2014-01-17,-0.77,2014-01-17,-1.51,2014-01-17,-4.05,2014-01-17,8.03
2014-01-16,-1.02,2014-01-16,-1.52,2014-01-16,-4.02,2014-01-16,8.38
2014-01-15,-0.83,2014-01-15,-1.6,2014-01-15,-4,2014-01-15,8.68
2014-01-14,-0.41,2014-01-14,-1.61,2014-01-14,-4.12,2014-01-14,8.94
2014-01-13,-0.13,2014-01-13,-1.63,2014-01-13,-4.31,2014-01-13,8.15
2014-01-10,-0.27,2014-01-10,-1.64,2014-01-10,-3.96,2014-01-10,8.15
2014-01-09,-0.38,2014-01-09,-1.51,2014-01-09,-3.94,2014-01-09,8.15
2014-01-08,-0.38,2014-01-08,-1.4,2014-01-08,-3.76,2014-01-08,8.3
2014-01-07,-0.37,2014-01-07,-1.36,2014-01-07,-3.78,2014-01-07,8.5
2014-01-06,-0.04,2014-01-06,-1.45,2014-01-06,-3.8,2014-01-06,7.95
2014-01-03,0.02,2014-01-03,-1.4,2014-01-03,-3.42,2014-01-03,7.95
2014-01-02,-0.21,2014-01-02,-1.45,2014-01-02,-3.36,2014-01-02,7.95
2014-01-01,-0.15,2014-01-01,-1.62,2014-01-01,-3.17,2014-01-01,8.03
2013-12-31,-0.23,2013-12-31,-1.65,2013-12-31,-3.3,2013-12-31,8.02
2013-12-30,-0.05,2013-12-30,-1.65,2013-12-30,-3.42,2013-12-30,7.64
2013-12-27,-1.18,2013-12-27,-1.55,2013-12-27,-2.3,2013-12-27,7.7
2013-12-26,-1.14,2013-12-26,-1.15,2013-12-26,-2.24,2013-12-26,7.7
2013-12-25,-1.02,2013-12-25,-1.25,2013-12-25,-2.25,2013-12-25,7.65
2013-12-24,-1.07,2013-12-24,-1.25,2013-12-24,-2.31,2013-12-24,7.65
2013-12-23,-1.03,2013-12-23,-1.68,2013-12-23,-2.33,2013-12-23,7.8
2013-12-20,-0.64,2013-12-20,-1.94,2013-12-20,-2.57,2013-12-20,7.95
2013-12-19,-0.38,2013-12-19,-2.49,2013-12-19,-2.15,2013-12-19,8.26
2013-12-18,-0.76,2013-12-18,-2.53,2013-12-18,-2.75,2013-12-18,8.45
2013-12-17,-1.57,2013-12-17,-2.96,2013-12-17,-3.23,2013-12-17,8.75
2013-12-16,-1.51,2013-12-16,-3.35,2013-12-16,-3.45,2013-12-16,7.95
2013-12-13,-1.2,2013-12-13,-3.19,2013-12-13,-2.81,2013-12-13,7.93
2013-12-12,-0.98,2013-12-12,-3.2,2013-12-12,-2.82,2013-12-12,7.95
2013-12-11,-0.94,2013-12-11,-3.25,2013-12-11,-2.71,2013-12-11,8.2
2013-12-10,-1.05,2013-12-10,-3.59,2013-12-10,-2.51,2013-12-10,8.47
2013-12-09,-1,2013-12-09,-3.73,2013-12-09,-2.66,2013-12-09,8.2
2013-12-06,-0.78,2013-12-06,-3.43,2013-12-06,-2.82,2013-12-06,8.2
2013-12-05,-0.47,2013-12-05,-3.32,2013-12-05,-3.25,2013-12-05,8.15
2013-12-04,-0.28,2013-12-04,-3.34,2013-12-04,-3.28,2013-12-04,8.35
2013-12-03,-0.28,2013-12-03,-3.32,2013-12-03,-3.39,2013-12-03,8.6
2013-12-02,-0.21,2013-12-02,-3.09,2013-12-02,-3.58,2013-12-02,8.2
2013-11-29,-0.13,2013-11-29,-3.09,2013-11-29,-3.6,2013-11-29,8.13
2013-11-28,-0.19,2013-11-28,-2.98,2013-11-28,-3.45,2013-11-28,8.4
2013-11-27,0.58,2013-11-27,-1.43,2013-11-27,-3.66,2013-11-27,8.4
2013-11-26,0.57,2013-11-26,-1.45,2013-11-26,-3.7,2013-11-26,8.36
2013-11-25,0.44,2013-11-25,-1.35,2013-11-25,-3.5,2013-11-25,8.4
2013-11-22,0.46,2013-11-22,-1.29,2013-11-22,-3.79,2013-11-22,8.5
2013-11-21,0.7,2013-11-21,-1.31,2013-11-21,-4.06,2013-11-21,8.25
2013-11-20,0.75,2013-11-20,-1.33,2013-11-20,-4.05,2013-11-20,8.3
2013-11-19,0.77,2013-11-19,-1.38,2013-11-19,-4.24,2013-11-19,7.7
2013-11-18,0.78,2013-11-18,-1.33,2013-11-18,-4,2013-11-18,7.77
2013-11-15,0.78,2013-11-15,-1.3,2013-11-15,-3.9,2013-11-15,7.74
2013-11-14,0.83,2013-11-14,-1.3,2013-11-14,-3.83,2013-11-14,7.95
2013-11-13,0.94,2013-11-13,-1.33,2013-11-13,-3.82,2013-11-13,8.35
2013-11-12,0.92,2013-11-12,-1.42,2013-11-12,-3.9,2013-11-12,7.8
2013-11-11,0.83,2013-11-11,-1.27,2013-11-11,-3.7,2013-11-11,7.8
2013-11-08,0.83,2013-11-08,-1.27,2013-11-08,-3.68,2013-11-08,7.78
2013-11-07,0.84,2013-11-07,-1.29,2013-11-07,-3.7,2013-11-07,8.2
2013-11-06,0.89,2013-11-06,-1.31,2013-11-06,-3.6,2013-11-06,8.66
2013-11-05,0.97,2013-11-05,-1.38,2013-11-05,-3.69,2013-11-05,8.02
2013-11-04,1,2013-11-04,-1.41,2013-11-04,-3.42,2013-11-04,7.88
2013-11-01,0.87,2013-11-01,-1.46,2013-11-01,-3.45,2013-11-01,7.81
2013-10-31,0.88,2013-10-31,-1.44,2013-10-31,-3.55,2013-10-31,8.14
2013-10-30,0.82,2013-10-30,-1.44,2013-10-30,-3.62,2013-10-30,7.6
2013-10-29,0.88,2013-10-29,-1.38,2013-10-29,-3.58,2013-10-29,8.1
2013-10-28,0.93,2013-10-28,-1.39,2013-10-28,-3.76,2013-10-28,8.26
2013-10-25,0.97,2013-10-25,-1.43,2013-10-25,-4,2013-10-25,8.26
2013-10-24,0.97,2013-10-24,-1.48,2013-10-24,-4.18,2013-10-24,7.8
2013-10-23,1.18,2013-10-23,-1.53,2013-10-23,-3.9,2013-10-23,8.01
2013-10-22,1.18,2013-10-22,-1.62,2013-10-22,-4.01,2013-10-22,8.21
2013-10-21,1.43,2013-10-21,-1.75,2013-10-21,-4.11,2013-10-21,7.64
2013-10-18,1.32,2013-10-18,-1.6,2013-10-18,-3.98,2013-10-18,7.65
2013-10-17,1.31,2013-10-17,-1.58,2013-10-17,-4.07,2013-10-17,7.6
2013-10-16,1.56,2013-10-16,-1.73,2013-10-16,-3.9,2013-10-16,7.86
2013-10-15,1.51,2013-10-15,-1.74,2013-10-15,-4.14,2013-10-15,8.3
2013-10-14,1.51,2013-10-14,-1.81,2013-10-14,-4.13,2013-10-14,7.82
2013-10-11,1.31,2013-10-11,-1.76,2013-10-11,-3.97,2013-10-11,7.78
2013-10-10,1.38,2013-10-10,-1.65,2013-10-10,-3.93,2013-10-10,8.11
2013-10-09,1.71,2013-10-09,-1.84,2013-10-09,-3.81,2013-10-09,8.35
2013-10-08,1.63,2013-10-08,-1.86,2013-10-08,-3.98,2013-10-08,8.58
2013-10-07,1.28,2013-10-07,-1.8,2013-10-07,-4.51,2013-10-07,7.95
2013-10-04,1.04,2013-10-04,-1.57,2013-10-04,-4.19,2013-10-04,7.99
2013-10-03,0.97,2013-10-03,-1.45,2013-10-03,-4.08,2013-10-03,7.89
2013-10-02,0.96,2013-10-02,-1.52,2013-10-02,-3.97,2013-10-02,8.15
2013-10-01,0.97,2013-10-01,-1.61,2013-10-01,-4.03,2013-10-01,8.4
2013-09-30,1.1,2013-09-30,-1.87,2013-09-30,-4.11,2013-09-30,7.72
2013-09-27,1.03,2013-09-27,-1.53,2013-09-27,-3.92,2013-09-27,7.66
2013-09-26,1.01,2013-09-26,-1.55,2013-09-26,-3.88,2013-09-26,7.7
2013-09-25,0.78,2013-09-25,-1.48,2013-09-25,-3.83,2013-09-25,7.93
2013-09-24,0.74,2013-09-24,-1.65,2013-09-24,-3.94,2013-09-24,7.47
2013-09-23,0.96,2013-09-23,-1.63,2013-09-23,-3.74,2013-09-23,7.47
2013-09-20,1.01,2013-09-20,-1.64,2013-09-20,-3.74,2013-09-20,7.49
2013-09-19,1.08,2013-09-19,-1.5,2013-09-19,-3.72,2013-09-19,7.77
2013-09-18,1.28,2013-09-18,-1.57,2013-09-18,-3.86,2013-09-18,8.02
2013-09-17,1.3,2013-09-17,-1.53,2013-09-17,-3.94,2013-09-17,7.57
2013-09-16,1.15,2013-09-16,-1.39,2013-09-16,-3.7,2013-09-16,7.6
2013-09-13,1.16,2013-09-13,-1.42,2013-09-13,-3.6,2013-09-13,7.56
2013-09-12,1.17,2013-09-12,-1.4,2013-09-12,-3.6,2013-09-12,8.04
2013-09-11,1.17,2013-09-11,-1.48,2013-09-11,-3.85,2013-09-11,8.28
2013-09-10,1.28,2013-09-10,-1.58,2013-09-10,-3.98,2013-09-10,7.55
2013-09-09,1.27,2013-09-09,-1.38,2013-09-09,-3.6,2013-09-09,7.61
2013-09-06,1.34,2013-09-06,-1.39,2013-09-06,-3.52,2013-09-06,7.76
2013-09-05,1.38,2013-09-05,-1.4,2013-09-05,-3.48,2013-09-05,8.1
2013-09-04,1.37,2013-09-04,-1.4,2013-09-04,-3.6,2013-09-04,8.4
2013-09-03,1.37,2013-09-03,-1.4,2013-09-03,-3.78,2013-09-03,7.85
2013-09-02,1.29,2013-09-02,-1.32,2013-09-02,-3.58,2013-09-02,7.73
2013-08-30,1.27,2013-08-30,-1.32,2013-08-30,-3.6,2013-08-30,7.75
2013-08-29,1.33,2013-08-29,-1.3,2013-08-29,-3.59,2013-08-29,8.02
2013-08-28,1.39,2013-08-28,-1.4,2013-08-28,-3.7,2013-08-28,8.2
2013-08-27,1.51,2013-08-27,-1.46,2013-08-27,-3.82,2013-08-27,8.65
2013-08-26,1.62,2013-08-26,-1.55,2013-08-26,-3.97,2013-08-26,8.05
2013-08-23,1.54,2013-08-23,-1.46,2013-08-23,-3.96,2013-08-23,8.02
2013-08-22,1.53,2013-08-22,-1.47,2013-08-22,-3.75,2013-08-22,7.99
2013-08-21,1.52,2013-08-21,-1.43,2013-08-21,-3.76,2013-08-21,8.2
2013-08-20,1.57,2013-08-20,-1.48,2013-08-20,-3.85,2013-08-20,8.3
2013-08-19,1.54,2013-08-19,-1.67,2013-08-19,-4.03,2013-08-19,7.69
2013-08-16,1.47,2013-08-16,-1.5,2013-08-16,-3.74,2013-08-16,7.65
2013-08-15,1.48,2013-08-15,-1.47,2013-08-15,-3.67,2013-08-15,7.65
2013-08-14,1.5,2013-08-14,-1.53,2013-08-14,-3.45,2013-08-14,7.99
2013-08-13,1.51,2013-08-13,-1.57,2013-08-13,-3.49,2013-08-13,8.1
2013-08-12,1.51,2013-08-12,-1.61,2013-08-12,-3.69,2013-08-12,7.53
2013-08-09,1.34,2013-08-09,-1.43,2013-08-09,-3.71,2013-08-09,7.52
2013-08-08,1.25,2013-08-08,-1.31,2013-08-08,-3.82,2013-08-08,7.46
2013-08-07,1.28,2013-08-07,-1.28,2013-08-07,-3.82,2013-08-07,7.72
2013-08-06,1.34,2013-08-06,-1.36,2013-08-06,-3.84,2013-08-06,7.93
2013-08-05,1.41,2013-08-05,-1.47,2013-08-05,-4.06,2013-08-05,7.55
2013-08-02,1.39,2013-08-02,-1.45,2013-08-02,-3.81,2013-08-02,7.6
2013-08-01,1.35,2013-08-01,-1.5,2013-08-01,-3.75,2013-08-01,7.8
2013-07-31,1.36,2013-07-31,-1.62,2013-07-31,-3.43,2013-07-31,8.06
2013-07-30,1.42,2013-07-30,-1.63,2013-07-30,-3.67,2013-07-30,7.4
2013-07-29,1.38,2013-07-29,-1.45,2013-07-29,-3.37,2013-07-29,7.74
2013-07-26,1.33,2013-07-26,-1.51,2013-07-26,-3.45,2013-07-26,7.64
2013-07-25,1.41,2013-07-25,-1.56,2013-07-25,-3.44,2013-07-25,7.56
2013-07-24,1.43,2013-07-24,-1.58,2013-07-24,-3.61,2013-07-24,7.76
2013-07-23,1.51,2013-07-23,-1.52,2013-07-23,-3.94,2013-07-23,8.13
2013-07-22,1.49,2013-07-22,-1.6,2013-07-22,-4.04,2013-07-22,7.93
2013-07-19,1.42,2013-07-19,-1.5,2013-07-19,-3.68,2013-07-19,8.01
2013-07-18,1.45,2013-07-18,-1.4,2013-07-18,-3.54,2013-07-18,7.95
2013-07-17,1.51,2013-07-17,-1.44,2013-07-17,-3.43,2013-07-17,8.05
2013-07-16,1.68,2013-07-16,-1.63,2013-07-16,-3.5,2013-07-16,8.27
2013-07-15,1.8,2013-07-15,-1.67,2013-07-15,-3.64,2013-07-15,7.98
2013-07-12,1.64,2013-07-12,-1.63,2013-07-12,-3.47,2013-07-12,8.01
2013-07-11,1.5,2013-07-11,-1.49,2013-07-11,-3.49,2013-07-11,8.01
2013-07-10,1.47,2013-07-10,-1.76,2013-07-10,-3.41,2013-07-10,8.26
2013-07-09,1.46,2013-07-09,-1.6,2013-07-09,-3.35,2013-07-09,8.45
2013-07-08,1.48,2013-07-08,-1.6,2013-07-08,-3.39,2013-07-08,8.06
2013-07-05,1.53,2013-07-05,-1.44,2013-07-05,-3.15,2013-07-05,7.88
2013-07-04,1.62,2013-07-04,-1.3,2013-07-04,-3.1,2013-07-04,8.05
2013-07-03,1.61,2013-07-03,-1.3,2013-07-03,-3.15,2013-07-03,8.05
2013-07-02,1.44,2013-07-02,-1.21,2013-07-02,-3.15,2013-07-02,8.45
2013-07-01,1.54,2013-07-01,-1.25,2013-07-01,-3.35,2013-07-01,7.72
2013-06-28,1.61,2013-06-28,-1.14,2013-06-28,-3.2,2013-06-28,7.68
2013-06-27,1.63,2013-06-27,-1.18,2013-06-27,-3.24,2013-06-27,8.31
2013-06-26,1.33,2013-06-26,-1.36,2013-06-26,-3.41,2013-06-26,8.02
2013-06-25,1.74,2013-06-25,-1.35,2013-06-25,-3.3,2013-06-25,7.4
2013-06-24,1.82,2013-06-24,-1.72,2013-06-24,-3.05,2013-06-24,7.29
2013-06-21,1.88,2013-06-21,-1.55,2013-06-21,-3.13,2013-06-21,7.31
2013-06-20,1.89,2013-06-20,-1.47,2013-06-20,-3.05,2013-06-20,7.41
2013-06-19,1.93,2013-06-19,-1.44,2013-06-19,-3.17,2013-06-19,7.65
2013-06-18,1.99,2013-06-18,-1.38,2013-06-18,-3.31,2013-06-18,7.11
2013-06-17,1.87,2013-06-17,-1.33,2013-06-17,-3.13,2013-06-17,7.26
2013-06-14,1.9,2013-06-14,-1.43,2013-06-14,-3.12,2013-06-14,7.3
2013-06-13,2.02,2013-06-13,-1.56,2013-06-13,-3.13,2013-06-13,7.43
2013-06-12,2.1,2013-06-12,-1.7,2013-06-12,-3.15,2013-06-12,7.56
2013-06-11,2.19,2013-06-11,-1.61,2013-06-11,-3.31,2013-06-11,7.18
2013-06-10,2.06,2013-06-10,-1.36,2013-06-10,-3.11,2013-06-10,7.36
2013-06-07,2.04,2013-06-07,-1.37,2013-06-07,-3.11,2013-06-07,7.49
2013-06-06,1.96,2013-06-06,-1.25,2013-06-06,-3.11,2013-06-06,7.73
2013-06-05,2.07,2013-06-05,-1.37,2013-06-05,-3.04,2013-06-05,7.81
2013-06-04,2.13,2013-06-04,-1.35,2013-06-04,-3.16,2013-06-04,7.28
2013-06-03,1.97,2013-06-03,-1.23,2013-06-03,-3.14,2013-06-03,7.63
2013-05-31,2.07,2013-05-31,-1.22,2013-05-31,-3.18,2013-05-31,7.3
2013-05-30,2.07,2013-05-30,-1.26,2013-05-30,-3.01,2013-05-30,6.9
2013-05-29,2.01,2013-05-29,-1.17,2013-05-29,-2.83,2013-05-29,7.32
2013-05-28,2,2013-05-28,-1.19,2013-05-28,-2.95,2013-05-28,7.45
2013-05-27,2.01,2013-05-27,-1.37,2013-05-27,-3.16,2013-05-27,7.71
2013-05-24,2.07,2013-05-24,-1.39,2013-05-24,-3.16,2013-05-24,7.7
2013-05-23,2.13,2013-05-23,-1.36,2013-05-23,-3.25,2013-05-23,7.64
2013-05-22,2.16,2013-05-22,-1.29,2013-05-22,-3.26,2013-05-22,7.96
2013-05-21,2.27,2013-05-21,-1.39,2013-05-21,-3.34,2013-05-21,7.91
2013-05-20,2.33,2013-05-20,-1.47,2013-05-20,-3.41,2013-05-20,7.32
2013-05-17,2.38,2013-05-17,-1.31,2013-05-17,-3.17,2013-05-17,7.34
2013-05-16,2.39,2013-05-16,-1.11,2013-05-16,-3.14,2013-05-16,7.3
2013-05-15,2.33,2013-05-15,-1.13,2013-05-15,-3.06,2013-05-15,7.42
2013-05-14,2.38,2013-05-14,-1.34,2013-05-14,-3.26,2013-05-14,7.85
